"","director","name","score","year","foreign"
"5861","Roland Joffe","The Forgiven",5,2018,FALSE
"5862","Roland Joffe","The Lovers",5,2015,FALSE
"5863","Roland Joffe","There Be Dragons",5,2011,FALSE
"5864","Roland Joffe","Vatel",4.5,2000,FALSE
"5865","Roland Tec","All The Rage",5.5,1998,FALSE
"5866","Rolf de Heer","Charlie's Country",6,2015,FALSE
"5867","Rolf de Heer","Ten Canoes",6.5,2007,FALSE
"5868","Rolf Schubel"," Gloomy Sunday",7,1999,TRUE
"5869","Roman Coppola","A Glimpse Inside the Mind of Charles Swan III",6,2013,FALSE
"5870","Roman Coppola","CQ",6,2002,FALSE
"5871","Roman Polanski"," Venus in Fur (2013)",6.5,2013,TRUE
"5872","Roman Polanski","Carnage",6.5,2011,FALSE
"5873","Roman Polanski","Oliver Twist",6,2005,FALSE
"5874","Roman Polanski","The Ghost Writer",6.6,2010,FALSE
"5875","Roman Polanski","The Pianist",6.5,2002,FALSE
"5876","Roman Polansky","The Ninth Gate",5.3,2000,FALSE
"5877","Ron Clements etc","Moana",4,2016,FALSE
"5878","Ron Howard","A Beautiful Mind",6.5,2001,FALSE
"5879","Ron Howard","Angels & Demons",5.5,2009,FALSE
"5880","Ron Howard","Cinderella Man",6,2005,FALSE
"5881","Ron Howard","EDtv",6.5,1999,FALSE
"5882","Ron Howard","How The Grinch Stole Christmas",5.1,2000,FALSE
"5883","Ron Howard","In the Heart of the Sea",6.4,2015,FALSE
"5884","Ron Howard","Inferno",5,2016,FALSE
"5885","Ron Howard","Nixon",6,2008,TRUE
"5886","Ron Howard","Rush",6.5,2013,FALSE
"5887","Ron Howard","Solo - A Star Wars Story",3.9,2018,FALSE
"5888","Ron Howard","The Da Vinci Code",4,2006,FALSE
"5889","Ron Howard","The Dilemma",6.7,2011,FALSE
"5890","Ron Maxwell","Gods and Generals",6,2003,FALSE
"5891","Ron Morales","Graceland",6.9,2013,FALSE
"5892","Ron Oliver","Shock to the System",4,2006,FALSE
"5893","Ron Satlof","Misconceptions",3.5,2010,FALSE
"5894","Ron Shelton","Dark Blue",6,2003,FALSE
"5895","Ron Shelton","Hollywood Homicide",7,2003,FALSE
"5896","Ron Shelton","Play It To The Bone",5.8,2000,FALSE
"5897","Ronald Bronstein","Frownland",6.5,2008,FALSE
"5898","Ronald Krauss","Gimme Shelter",5,2014,FALSE
"5899","Ronny Yu","Bride of Chucky",5.5,1998,FALSE
"5900","Ronny Yu","Formula 51",5,2002,FALSE
"5901","Ronny Yu","Freddy Vs Jason",4,2003,FALSE
"5902","Rosario Roveto","A Wake in Providence",5.5,2005,FALSE
"5903","Rose Troche","Bedrooms & Hallways",5.5,1999,FALSE
"5904","Rose Troche","The Safety of Objects",6.8,2001,FALSE
"5905","Rosemary Myers","Girl Asleep",7,2015,FALSE
"5906","Rosemary Rodriguez","Acts of Worship",6,2003,FALSE
"5907","Ross Katz","Adult Beginners",5,2015,FALSE
"5908","Ross Katz","The Choice",4.2,2016,FALSE
"5909","Ross Partridge","Lamb",6.4,2015,FALSE
"5910","Rowan Joffe","Before I Go to Sleep",4.4,2014,FALSE
"5911","Rowan Joffe","Brighton Rock",5,2011,FALSE
"5912","Rowan Wood","Little Fish",6.8,2006,FALSE
"5913","Rowan Woods","Fragments",5.5,2009,FALSE
"5914","Rowan Woods","The Boys",6,1999,FALSE
"5915","Roy Andersson","A Pigeon Sat On a Branch Reflecting On Existence",7.3,2014,FALSE
"5916","Roy Andersson","Songs From the Second Floor",7.1,2000,FALSE
"5917","Roy Andersson","You the Living",7.1,2007,FALSE
"5918","Ruairi Robinson","The Last Days on Mars",5,2013,FALSE
"5919","Ruba Nadda","Cairo Time",6,2010,FALSE
"5920","Ruba Nadda","Inescapable",4.5,2013,FALSE
"5921","Ruba Nadda","October Gale",6.8,2015,FALSE
"5922","Ruben Fleischer","30 Minutes or Less",4.5,2011,FALSE
"5923","Ruben Fleischer","Gangster Squad",6,2013,FALSE
"5924","Ruben Fleischer","Zombieland",5,2009,FALSE
"5925","Ruben Oestlund","The Square",6.9,2017,FALSE
"5926","Ruben Ostlund","Force Majeure",7,2014,FALSE
"5927","Ruben Ostlund","Involuntary",7,2008,FALSE
"5928","Ruben Ostlund","Play",6.7,2011,FALSE
"5929","Ruben Ostlund","The Guitar Mongoloid",6.9,2004,FALSE
"5930","Ruedi Gerber","Heartbreak Hospital",5,2002,FALSE
"5931","Rufus Norris","Broken",6.5,2013,FALSE
"5932","Rupert Goold","True Story",5.1,2015,FALSE
"5933","Rupert Jones","Kaleidoscope",6.6,2017,FALSE
"5934","Rupert Sanders","Ghost in the Shell",4,2017,FALSE
"5935","Rupert Sanders","Snow White and the Huntsman",6,2012,FALSE
"5936","Rupert Wainwright","Stigmata",4.5,1999,FALSE
"5937","Rupert Wyatt","Rise of the Planet of the Apes",6.4,2011,FALSE
"5938","Rupert Wyatt","The Escapist",6,2009,FALSE
"5939","Rupert Wyatt","The Gambler",5,2014,FALSE
"5940","Russell Crowe","The Water Diviner",4,2015,FALSE
"5941","Russell Friedenberg and Randy Redroad","Among Ravens",4,2014,FALSE
"5942","Russell Mulcahy","Resident Evil - Extinction",4.5,2007,FALSE
"5943","Russell Mulcahy","Swimming Upstream",6,2004,FALSE
"5944","Rustem Abdrashev","The Gift to Stalin",7,2008,FALSE
"5945","Ry Russo-Young","Nobody Walks",5,2012,FALSE
"5946","Ry Russo-Young","You Wont Miss Me",5,2010,FALSE
"5947","Ryan Coogler","Black Panther",7,2018,FALSE
"5948","Ryan Coogler","Creed",5.6,2015,FALSE
"5949","Ryan Coogler","Fruitvale",7.1,2013,FALSE
"5950","Ryan Fleck","Half Nelson",6.5,2006,FALSE
"5951","Ryan Fleck and Anna Boden","It's Kind of a Funny Story",6,2010,FALSE
"5952","Ryan Gosling","Lost River",6,2014,FALSE
"5953","Ryan Johnson","Star Wars - The Last Jedi",4,2017,FALSE
"5954","Ryan Lonergan","The Fall of 1980",4,2013,FALSE
"5955","Ryan Murphy","Eat Pray Love",6,2010,FALSE
"5956","Ryan O'Nan","Brooklyn Brothers Beat the Best",5,2012,FALSE
"5957","Ryan Phillippe","Catch Hell",5,2014,FALSE
"5958","Ryosuke Hashiguchi","Hush",5.5,2002,FALSE
"5959","Ryuhei Kitamura","Azumi",5,2006,FALSE
"5960","Ryuhei Kitamura","No One Lives",6.6,2013,FALSE
"5961","RZA","Love Beats Rhymes",5.2,2017,FALSE
"5962","RZA","The Man With the Iron Fists",4.5,2012,FALSE
"5963","S.R.Bindler","Hands On A Hard Body",6.3,1998,FALSE
"5964","Saar Klein","After the Fall",6.8,2014,FALSE
"5965","Sacha Baron Cohen","The Brothers Grimsby",6.7,2016,FALSE
"5966","Sacha Baron Cohen","The Dictator",7,2012,FALSE
"5967","Salim Akil","Jumping the Broom",5.5,2011,FALSE
"5968","Salim Akil","Sparkle",4.5,2012,FALSE
"5969","Sally El Hosaini","My Brother the Devil",7,2012,FALSE
"5970","Sally Field","Beautiful",4.9,2000,FALSE
"5971","Sally Potter","Ginger & Rosa",7,2012,FALSE
"5972","Sally Potter","The Man WHo Cried",6,2001,FALSE
"5973","Sally Potter","The Party",6.4,2017,FALSE
"5974","Sally Potter","Yes",5,2005,FALSE
"5975","Salvatore Stabile","Where God Left His Shoes",4,2008,FALSE
"5976","Sam Esmail","Comet",6,2014,FALSE
"5977","Sam Fell and Chris Butler","ParaNorman",6.8,2012,FALSE
"5978","Sam Fell and Rob Stevenhagen","The Tale of Despereaux",6.5,2008,FALSE
"5979","Sam Fleischner","Stand Clear of the Closing Doors",7.1,2013,FALSE
"5980","Sam Garbarski","Irina Palm",6.5,2008,FALSE
"5981","Sam Levinson","Another Happy Day",6.5,2011,FALSE
"5982","Sam Mendes","American Beauty",7.4,1999,FALSE
"5983","Sam Mendes","Away We Go",6.2,2009,FALSE
"5984","Sam Mendes","Blue Room",6,1998,FALSE
"5985","Sam Mendes","Jarhead",5,2005,FALSE
"5986","Sam Mendes","Revolutionary Road",5.5,2008,FALSE
"5987","Sam Mendes","Skyfall",5,2012,FALSE
"5988","Sam Mendes","Spectre",5.5,2015,FALSE
"5989","Sam Mendes","The Road To Perdition",6.9,2002,FALSE
"5990","Sam Miller","Among Giants",5,1999,FALSE
"5991","Sam Raimi","A Simple Plan",6.8,1998,FALSE
"5992","Sam Raimi","Drag Me to Hell",6.7,2009,FALSE
"5993","Sam Raimi","For Love Of The Game",5.6,1999,FALSE
"5994","Sam Raimi","Oz the Great and Powerful",4.5,2013,FALSE
"5995","Sam Raimi","Spider-Man",5,2002,FALSE
"5996","Sam Raimi","Spider-Man 2",6,2004,FALSE
"5997","Sam Raimi","Spider-Man 3",4.5,2007,FALSE
"5998","Sam Raimi","The Gift",6,2000,FALSE
"5999","Sam Taylor-Johnson","Fifty Shades of Grey",5,2015,FALSE
"6000","Sam Taylor-Wood","Nowhere Boy",6,2010,FALSE
"6001","Sam Weisman","Dickie Roberts - Former Child Star",4,2003,FALSE
"6002","Sam Weisman","Out of Towners",4.3,1999,FALSE
"6003","Sam Weisman","What's the Worst That Could Happen",6.5,2001,FALSE
"6004","Samantha Lang","The Well",6.8,2000,FALSE
"6005","Samar Shaikh","Bobby Jasoos",5,2014,FALSE
"6006","Samira Makhmalbaf"," Le Tableau Noir",7,2000,TRUE
"6007","Samira Makhmalbaf","A Cinq Heures De L'Apres-Midi",6,2003,FALSE
"6008","Samo Hung","Mr Nice Guy",5.3,1998,FALSE
"6009","Samuel Bayer","Nightmare on Elm Street",4,2010,FALSE
"6010","Samuel Kishi Leopo","We Are Mari Pepa",6,2014,FALSE
"6011","Samuel Maoz","Foxtrot",6.5,2017,FALSE
"6012","Samuel Maoz","Lebanon",7.1,2009,FALSE
"6013","Samuel Moaz","Lebanon",6.5,2010,FALSE
"6014","Sanaa Hamri","Just Wright",5,2010,FALSE
"6015","Sanaa Hamri","Something New",6,2006,FALSE
"6016","Sanaa Hamri","The Sisterhood of the Traveling Pants 2",4,2008,FALSE
"6017","Sande Zeig","The Girl",5.5,2001,FALSE
"6018","Sander Francken","Papa's Song",6,2000,FALSE
"6019","Sandra Goldbacher","Governess",5.1,1998,FALSE
"6020","Sandra Goldbacher","Me Without You",5,2002,FALSE
"6021","Sandra Goldbacher","The Governess",6,1998,FALSE
"6022","Sandra Nettelbeck","Helen",7,2009,FALSE
"6023","Sandra Nettelbeck","Last Love",5,2013,FALSE
"6024","Sandra Nettelbeck","Mostly Martha",6.7,2002,FALSE
"6025","Sang-ho Yeon","Seoul Station",6.4,2016,FALSE
"6026","Sang-ho Yeon","The Fake",6.4,2013,FALSE
"6027","Sang-ho Yeon","The King of Pigs",7,2011,FALSE
"6028","Sang-ho Yeon","Train to Busan",7.4,2016,FALSE
"6029","Sang-soo Hong"," The Power of Kangwon Province",7,1998,TRUE
"6030","Sang-soo Hong"," Woman on the Beach",6.2,2006,TRUE
"6031","Sang-soo Hong","Claire's Camera",6.1,2018,FALSE
"6032","Sang-soo Hong","On the Beach at Night Alone",7.1,2017,FALSE
"6033","Sang-soo Hong","Right Now Wrong Then",7.2,2014,FALSE
"6034","Sangsoo Hong","Nobody's Daughter Haewon",7.1,2013,FALSE
"6035","Sangsoo Hong","Our Sunhi",6.2,2013,FALSE
"6036","Sangsoo Hong","Tale of Cinema",7,2005,FALSE
"6037","Sangsoo Hong","The Day After",7,2018,FALSE
"6038","Sangsoo Hong","Yourself and Yours",7,2016,FALSE
"6039","Santiago Mitre","Estudiante",6.5,2013,FALSE
"6040","Santiago Mitre","Paulina",7,2015,FALSE
"6041","Santiago Otheguy","La Leon",6.5,2008,FALSE
"6042","Santosh Sivan","Before the Rains",6,2008,FALSE
"6043","Santosh Sivan","The Terrorist",6.7,2000,FALSE
"6044","Sara Blecher","Otelo Burning",6,2012,FALSE
"6045","Sara Sugarman","Very Annie Mary",6,2002,FALSE
"6046","Sarah-Violet Bliss & Charles Rogers","Fort Tilden",6,2015,FALSE
"6047","Sarah Adina Smith","The Midnight Swim",5.8,2015,FALSE
"6048","Sarah Gavron","Brick Lane",5,2008,FALSE
"6049","Sarah Gavron","Suffragette",6.5,2015,FALSE
"6050","Sarah Kernochan","All I Wanna Do",6.1,2000,FALSE
"6051","Sarah Leonor","The Great Man",6.7,2015,FALSE
"6052","Sarah Polley","Away From Her",7.1,2006,FALSE
"6053","Sarah Polley","Take This Waltz",7,2011,FALSE
"6054","Sarah Smick","Friended to Death",5,2014,FALSE
"6055","Sarah Smith","Arthur Christmas",5.6,2011,FALSE
"6056","Satoshi Kon"," Millennium Actress",7,2002,TRUE
"6057","Satoshi Kon","Paprika",7.3,2006,FALSE
"6058","Satoshi Kon","Tokyo Godfathers",7.2,2003,FALSE
"6059","Saul Dibb","Journey's End",5,2018,FALSE
"6060","Saul Dibb","The Duchess",5.5,2008,FALSE
"6061","Saverio Costanzo","Hungry Hearts",5,2015,FALSE
"6062","Saverio Costanzo","Private",5,2005,FALSE
"6063","Savi Gabizon","Nina's Tragedies",6,2005,FALSE
"6064","Savi Gavison"," Nina's Tragedies",7,2003,TRUE
"6065","Scandar Copti","Ajami",6.6,2009,FALSE
"6066","Scooter Corkle","Hollow in the Land",6.8,2017,FALSE
"6067","Scott Alexander & Larry Karaszewski","Screwed",3.8,2000,FALSE
"6068","Scott Caan","Dallas 362",5,2005,FALSE
"6069","Scott Coffey","Adult World",5.5,2014,FALSE
"6070","Scott Cooper","Black Mass",5,2015,FALSE
"6071","Scott Cooper","Crazy Heart",6.5,2009,FALSE
"6072","Scott Cooper","Hostiles",6.8,2017,FALSE
"6073","Scott Cooper","Out of the Furnace",6.2,2013,FALSE
"6074","Scott Derrickson","Deliver Us From Evil",6.8,2014,FALSE
"6075","Scott Derrickson","Doctor Strange",6.9,2016,FALSE
"6076","Scott Derrickson","Sinister",6.8,2012,FALSE
"6077","Scott Derrickson","The Day the Earth Stood Still",4,2008,FALSE
"6078","Scott Derrickson","The Exorcism of Emily Rose",4.5,2005,FALSE
"6079","Scott Frank","A Walk Among the Tombstones",6.9,2014,FALSE
"6080","Scott Frank","The Lookout",6.5,2007,FALSE
"6081","Scott Gill","Porn Star",5.5,2001,FALSE
"6082","Scott Hamilton","OT",6.5,2003,FALSE
"6083","Scott Harris","Being Ginger",4,2014,FALSE
"6084","Scott Hicks","Fallen",6.2,2017,FALSE
"6085","Scott Hicks","Hearts in Atlantis",6.4,2001,FALSE
"6086","Scott Hicks","No Reservations",5,2007,FALSE
"6087","Scott Hicks","Snow Falling On Cedars",6,1999,FALSE
"6088","Scott Hicks","The Boys Are Back",6,2009,FALSE
"6089","Scott Hicks","The Lucky One",5,2012,FALSE
"6090","Scott Kalvert","Deuces Wild",4,2002,FALSE
"6091","Scott King","Treasure Island",4.4,2000,FALSE
"6092","Scott Marshall","Keeping Up With the Steins",5,2006,FALSE
"6093","Scott McGehee and David Siegel","Bee Season",6,2005,FALSE
"6094","Scott McGehee and David Siegel","Deep End",6,2001,FALSE
"6095","Scott McGehee and David Siegel","Uncertainty",7,2009,FALSE
"6096","Scott McGehee and David Siegel","What Maisie Knew",6.8,2013,FALSE
"6097","Scott Reynolds","When Strangers Appear",6.7,2001,FALSE
"6098","Scott Ridley","The Martian",6.6,2015,FALSE
"6099","Scott Roberts","The Hard Word",6.5,2003,FALSE
"6100","Scott Sanders","Black Dynamite",5,2009,FALSE
"6101","Scott Silver","Mod Squad",4,1999,FALSE
"6102","Scott Speer","Step Up Revolution",5,2012,FALSE
"6103","Scott Teems","That Evening Sun",6,2009,FALSE
"6104","Scott Walker","The Frozen Ground",5,2013,FALSE
"6105","Scott Waugh","Need for Speed",4,2014,FALSE
"6106","Scott Wiper","The Condemned",4.5,2007,FALSE
"6107","Scott Ziehl","Broken Vessels",5.8,1999,FALSE
"6108","Sean Anders","Never Been Thawed",4,2005,FALSE
"6109","Sean Anders","Sex Drive",4.5,2008,FALSE
"6110","Sean Anders","That's My Boy",4.5,2012,FALSE
"6111","Sean Baker","Prince of Broadway",7,2008,FALSE
"6112","Sean Baker","Starlet",6.5,2012,FALSE
"6113","Sean Baker","Tangerine",7.1,2015,FALSE
"6114","Sean Baker","The Florida Project",7,2017,FALSE
"6115","Sean Cualain","Men at Lunch",4.5,2013,FALSE
"6116","Sean Durkin","""Martha Marcy May Marlene""",6.5,2011,FALSE
"6117","Sean Durkin","Martha Marcy May Marlene",7,2011,FALSE
"6118","Sean Ellis","Anthropoid",7,2016,FALSE
"6119","Sean McGinly","The Great Buck Howard",5,2009,FALSE
"6120","Sean McNamara","Bratz",4,2007,FALSE
"6121","Sean McNamara","Spare Parts",5,2015,FALSE
"6122","Sean Mullin","Amira & Sam",5.2,2015,FALSE
"6123","Sean Penn","Into the Wild",6.9,2007,FALSE
"6124","Sean Penn","The Last Face",4.5,2017,FALSE
"6125","Sean Penn","The Pledge",5.4,2000,FALSE
"6126","Sebastian Cordero","Europa Report",6.6,2013,FALSE
"6127","Sebastian Doggart","Courting Condi",7.1,2008,FALSE
"6128","Sebastian Lelio"," A Fantastic Woman",6.9,2017,TRUE
"6129","Sebastian Lelio","A Fantastic Woman",7.1,2017,FALSE
"6130","Sebastian Lelio","Disobedience",7,2018,FALSE
"6131","Sebastian Lelio","Gloria",7.1,2013,FALSE
"6132","Sebastian Schipper","Victoria",7.1,2015,FALSE
"6133","Sebastian Silva","Crystal Fairy",7,2013,FALSE
"6134","Sebastian Silva","Nasty Baby",6,2015,FALSE
"6135","Sebastian Silva","The Maid",6.8,2009,FALSE
"6136","Sebastien Lifshitz","Wild Side",6.5,2005,FALSE
"6137","Sebastien Lifshiyz","Come Undone",5,2001,FALSE
"6138","Seijun Suzuki","Pistol Opera (remake)",4.5,2003,FALSE
"6139","Seong-hun Kim","A Hard Day",7,2014,FALSE
"6140","Serge Bozon","La France",7,2007,FALSE
"6141","Serge Bozon","Mrs Hyde",6.8,2018,FALSE
"6142","Sergei Bodrov","Running Free",4.9,2000,FALSE
"6143","Sergei Bodrov","Seventh Son",4.3,2015,FALSE
"6144","Sergei Loznitsa"," My Joy",7.8,2010,TRUE
"6145","Sergei Loznitsa","A Gentle Creature",7,2017,FALSE
"6146","Sergei Loznitsa","Austerlitz",6.9,2016,FALSE
"6147","Sergei Loznitsa","In the Fog",7,2012,FALSE
"6148","Sergey Dvortsevoy","Tulpan",7.2,2008,FALSE
"6149","Sergio Castellito"," Don't Move",6,2005,TRUE
"6150","Sergio Machado"," Lower City",6,2006,TRUE
"6151","Seth Gordon","Baywatch",4,2017,FALSE
"6152","Seth Gordon","Four Christmases",6,2008,FALSE
"6153","Seth Gordon","Horrible Bosses",4.5,2011,FALSE
"6154","Seth Gordon","Identity Thief",5,2013,FALSE
"6155","Seth Grossman","Inner Demons",5.8,2014,FALSE
"6156","Seth Grossman","The Elephant King",6,2008,FALSE
"6157","Seth MacFarlane","A Million Ways to Die in the West",6,2014,FALSE
"6158","Seth MacFarlane","Ted",5,2012,FALSE
"6159","Seth MacFarlane","Ted 2",4.6,2015,FALSE
"6160","Seth Rogen and Evan Goldberg","The Interview",6.2,2014,FALSE
"6161","Seth Rogen and Evan Goldberg","This Is the End",6,2013,FALSE
"6162","Seth Zvi Rosenfeld","King of the Jungle",6,2001,FALSE
"6163","Shaka King","Newlyweeds",5,2013,FALSE
"6164","Shamim Sarif","I Can't Think Straight",4.5,2008,FALSE
"6165","Shan Khan","Honour",6,2014,FALSE
"6166","Shana Betz","Free Ride",6.5,2014,FALSE
"6167","Shana Feste","Country Strong",6,2011,FALSE
"6168","Shana Feste","Endless Love",4,2014,FALSE
"6169","Shana Feste","The Greatest",4.5,2010,FALSE
"6170","Shane Abbess: The Osiris Child","SFY1",7,2016,FALSE
"6171","Shane Acker","9",7.1,2009,FALSE
"6172","Shane Black","Iron Man 3",5,2013,FALSE
"6173","Shane Black","Kiss Kiss Bang Bang",7.2,2005,FALSE
"6174","Shane Black","The Nice Guys",6.7,2016,FALSE
"6175","Shane Carruth","Primer",7.2,2004,FALSE
"6176","Shane Carruth","Upstream Color",7.3,2013,FALSE
"6177","Shane Dawson","Not Cool",3.5,2014,FALSE
"6178","Shane Meadows","A Room For Romeo Brass",4.9,2000,FALSE
"6179","Shane Meadows","Dead Man's Shoes",6,2006,FALSE
"6180","Shane Meadows","Once Upon a Time in the Midlands",6.5,2003,FALSE
"6181","Shane Meadows","Somers Time",5,2009,FALSE
"6182","Shane Meadows","This Is England",6.5,2007,FALSE
"6183","Shannon Plumb","Towheads",5,2014,FALSE
"6184","Shanti Guy","Texas Night Train",4.5,2001,FALSE
"6185","Shari Springer","American Splendor",6.8,2003,FALSE
"6186","Shari Springer","The Nanny Diaries",5,2007,FALSE
"6187","Shari Springer Berman & Robert Pulcini","Ten Thousand Saints",6.2,2015,FALSE
"6188","Shari Springer Berman and Robert Pulcini","Girl Most Likely",6,2013,FALSE
"6189","Sharon Ferranti","Make a Wish",5,2004,FALSE
"6190","Sharon Greytak","Archaeology of a Woman",5.5,2014,FALSE
"6191","Sharon Maguire","Bridget Jones's Baby",4,2016,FALSE
"6192","Sharon Maguire","Bridget Jones's Diary",6.9,2001,FALSE
"6193","Shashank Khaitan","Humpty Sharma Ki Dulhania",6,2014,FALSE
"6194","Shashanka Ghosh","Khoobsurat",5,2014,FALSE
"6195","Shawn Christensen","Before I Disappear",6.6,2014,FALSE
"6196","Shawn Christensen","The Vanishing of Sidney Hall",4.6,2018,FALSE
"6197","Shawn Ku","Beautiful Boy",6.5,2011,FALSE
"6198","Shawn Levy","Big Fat Liar",4,2002,FALSE
"6199","Shawn Levy","Date Night",5.5,2010,FALSE
"6200","Shawn Levy","Just Married",4.5,2003,FALSE
"6201","Shawn Levy","Night At The Museum",4,2006,FALSE
"6202","Shawn Levy","Night at the Museum - Secret of the Tomb",4,2014,FALSE
"6203","Shawn Levy","Real Steel",6,2011,FALSE
"6204","Shawn Levy","The Internship",4,2013,FALSE
"6205","Shawn Levy","The Pink Panther",4,2006,FALSE
"6206","Shawn Levy","This Is Where I Leave You",5,2014,FALSE
"6207","Shawn Levy: Night at the Museum","Battle of the Smithsonian",5,2009,FALSE
"6208","Shekhar Kapur","Elizabeth",5,1998,FALSE
"6209","Shekhar Kapur","The Four Feathers",5,2002,FALSE
"6210","Shekhar Kapur: Elizabeth","The Golden Age",6.5,2007,FALSE
"6211","Sheldon Candis","Luv",6.6,2012,FALSE
"6212","Sherman Alexie","The Business of Fancydancing",5,2002,FALSE
"6213","Sherry Hormann","Guys and Balls",6,2006,FALSE
"6214","Shimit Amin","Rocket Singh Salesman of the Year",6.5,2009,FALSE
"6215","Shingo Suzuki","K Missing Kings",6,2014,FALSE
"6216","Shinji Aoyama","Eureka",6,2001,FALSE
"6217","Shinji Aramaki"," Appleseed",5,2004,TRUE
"6218","Shinobu Yaguchi","Adrenaline Drive",6.9,2000,FALSE
"6219","Shinsuke Sato"," The Princess Blade",6.5,2002,TRUE
"6220","Shira Geffen","Jellyfish",6.5,2008,FALSE
"6221","Shira Piven","Welcome to Me",7,2014,FALSE
"6222","Shirin Neshat","Women Without Men",6.5,2010,FALSE
"6223","Shohei Imamura","Dr Akagi",7.7,1998,FALSE
"6224","Shohei Imamura","Lukewarm Water Under a Red Bridge",6.9,2001,FALSE
"6225","Shona Auerbach","Dear Frankie",6,2005,FALSE
"6226","Shoojit Sircar","Piku",5.5,2015,FALSE
"6227","Shosuke Murakami"," Train Man",6.9,2006,TRUE
"6228","Shundo Okawa","Nobody",5.4,1999,FALSE
"6229","Shunji Iwai","All About Lily Chou-Chou",6.8,2001,FALSE
"6230","Siddhart Anand","Bachna ae Haseend",5,2008,FALSE
"6231","Siddharth Anand","Bang Bang",5,2014,FALSE
"6232","Sidney Lumet","Before the Devil Knows You're Dead",7,2007,FALSE
"6233","Sidney Lumet","Find Me Guilty",6.5,2006,FALSE
"6234","Signe Baumane","Rocks in My Pockets",6.8,2014,FALSE
"6235","Silas Howard","A Kid Like Jake",6,2018,FALSE
"6236","Silvio Soldini"," Brucio Nel Vento",6.5,2002,TRUE
"6237","Silvio Soldini","Bread And Tulips",6,2001,FALSE
"6238","Silvio Soldini","Come Undone",7,2010,FALSE
"6239","Silvio Soldini","Days and Clouds",6.7,2008,FALSE
"6240","Simon Arthur","Silver Tongues",6.5,2011,FALSE
"6241","Simon Baker","Breath",5,2018,FALSE
"6242","Simon Brand","Default",6.4,2014,FALSE
