"","director","name","score","year","foreign"
"448","Ang Lee","The Hulk",4,2003,FALSE
"449","Angad Bhalla","Herman's House",6.8,2013,FALSE
"450","Angela Robinson","DEBS",6,2005,FALSE
"451","Angela Robinson","Professor Marston",7,2017,FALSE
"452","Angela Robinson: Herbie","Fully Loaded",5,2005,FALSE
"453","Angela Wu","Saving Face",6,2005,FALSE
"454","Angelica Huston","Agnes Browne",5.7,1999,FALSE
"455","Angelina Jolie","By the Sea",4.5,2015,FALSE
"456","Angelina Jolie","First They Killed My Father",6.8,2017,FALSE
"457","Angelina Jolie","In the Land of Blood and Honey",5,2011,FALSE
"458","Angelina Jolie","Unbroken",5,2014,FALSE
"459","Angelina Maccarone","Unveiled",5,2005,FALSE
"460","Angus MacLachlan","Goodbye to All That",6,2014,FALSE
"461","Anil Sharma","The Hero",6.9,2003,FALSE
"462","Anja Marquardt","She Lost Control",6.4,2015,FALSE
"463","Ann Emond","Nuit #1",6.8,2012,FALSE
"464","Ann Hu","Shadow Magic",6,2001,FALSE
"465","Ann Hui","A Simple Life",6.5,2011,FALSE
"466","Ann Hui","Our Time Will Come",7,2017,FALSE
"467","Ann Hui","The Golden Era",7,2014,FALSE
"468","Anna Biller","The Love Witch",7,2016,FALSE
"469","Anna Biller","Viva",6,2008,FALSE
"470","Anna Boden & Ryan Fleck","Mississippi Grind",6.9,2015,FALSE
"471","Anna Boden and Ryan Fleck","Sugar",5,2009,FALSE
"472","Anna Broinowski","Forbidden Lies",6.5,2009,FALSE
"473","Anna Martemucci","Hollidaysburg",4.5,2014,FALSE
"474","Anna Mastro","Walter",5,2015,FALSE
"475","Anna Muylaert","The Second Mother",6.5,2015,FALSE
"476","Anna Rose Holmer","The Fits",6,2016,FALSE
"477","Anne-Sophie Birot","Girls Can't Swim",5.5,2002,FALSE
"478","Anne Aghion","My Neighbor My Killer",6,2010,FALSE
"479","Anne DeSalvo","The Amati Girls",5,2001,FALSE
"480","Anne Fletcher","27 Dresses",4.5,2008,FALSE
"481","Anne Fletcher","Step Up",5,2006,FALSE
"482","Anne Fletcher","The Guilt Trip",4,2012,FALSE
"483","Anne Fletcher","The Proposal",4.5,2009,FALSE
"484","Anne Fontaine","Adore",5,2013,FALSE
"485","Anne Fontaine","Coco Before Chanel",6,2009,FALSE
"486","Anne Fontaine","Dry Cleaning",5.6,1999,FALSE
"487","Anne Fontaine","Gemma Bovery",5.5,2015,FALSE
"488","Anne Fontaine","How I Killed My Father",6.5,2002,FALSE
"489","Anne Fontaine","My Worst Nightmare",6,2012,FALSE
"490","Anne Fontaine","The Girl From Monaco",6,2009,FALSE
"491","Anne Renton","The Perfect Family",5.3,2012,FALSE
"492","Anne Sewitsky","Happy Happy",6,2011,FALSE
"493","Anne Wheeler","Better Than Chocolate",4.5,1999,FALSE
"494","Annemarie Jacir","Salt of the Sea",6.4,2008,FALSE
"495","Annemarie Jacir","When I Saw You",6.7,2014,FALSE
"496","Anocha Suwichakornpong","By the Time It Gets Dark",7.2,2016,FALSE
"497","Anocha Suwichakornpong;","Mundane History",7,2009,FALSE
"498","Anthony & Joe Russo","You, Me and Dupree",4.5,2006,FALSE
"499","Anthony and Joe Russo","Captain America - The Winter Soldier",4,2014,FALSE
"500","Anthony and Joe Russo","Welcome to Collinwood",6.1,2002,FALSE
"501","Anthony Burns","Home Sweet Hell",4,2015,FALSE
"502","Anthony Byrne","How About You",5.5,2008,FALSE
"503","Anthony Chen","Ilo Ilo",7,2013,FALSE
"504","Anthony Fabian","Skin",5,2009,FALSE
"505","Anthony Giacchino","The Camden 28",5,2007,FALSE
"506","Anthony Hemingway","Red Tails",5,2012,FALSE
"507","Anthony Hopkins","Slipstream",5,2007,FALSE
"508","Anthony Lover","My Brother",5.5,2007,FALSE
"509","Anthony Minghella","Breaking and Entering",7,2007,FALSE
"510","Anthony Minghella","Cold Mountain",6,2003,FALSE
"511","Anthony Minghella","The Talented Mr Ripley",6.4,1999,FALSE
"512","Anthony Silverston","Khumba",6,2013,FALSE
"513","Anthony Stacchi & Graham Annable","The Boxtrolls",6,2014,FALSE
"514","Anthony Stacchi and Graham Annable","The Boxtrolls",6.6,2014,FALSE
"515","Antoine de Caunes","Monsieur N.",5,2004,FALSE
"516","Antoine Fuqua","Bait",4,2000,FALSE
"517","Antoine Fuqua","Brooklyn's Finest",6.8,2010,FALSE
"518","Antoine Fuqua","King Arthur",5.5,2004,FALSE
"519","Antoine Fuqua","Olympus Has Fallen",4,2013,FALSE
"520","Antoine Fuqua","Shooter",5,2007,FALSE
"521","Antoine Fuqua","Southpaw",4.5,2015,FALSE
"522","Antoine Fuqua","Tears of the Sun",5,2003,FALSE
"523","Antoine Fuqua","The Equalizer",5,2014,FALSE
"524","Antoine Fuqua","The Magnificent Seven",4.5,2016,FALSE
"525","Antoine Fuqua","Training Day",6.5,2001,FALSE
"526","Anton Bormatov","Alien Girl",5,2010,FALSE
"527","Anton Corbijn","A Most Wanted Man",6,2014,FALSE
"528","Anton Corbijn","Control",5,2007,FALSE
"529","Anton Corbijn","The American",5,2010,FALSE
"530","Antonello Grimaldi","Caos Calmo",6.3,2007,FALSE
"531","Antonia Bogdanovich","Phantom Halo",7,2014,FALSE
"532","Antonio Banderas","Crazy In Alabama",5.5,1999,FALSE
"533","Antonio Campos","Afterschool",6.5,2009,FALSE
"534","Antonio Campos","Christine",6,2016,FALSE
"535","Antonio Campos","Simon Killer",6.5,2013,FALSE
"536","Antonio Negret","Overdrive",4,2017,FALSE
"537","Antonio Serrano","Lucia, Lucia",6.5,2003,FALSE
"538","Antony Cordier","Four Lovers",5,2012,FALSE
"539","Antony Hoffman","Red Planet",4.5,2000,FALSE
"540","Anurag Kashyap","Gangs of Wasseypur",6.2,2015,FALSE
"541","Anzi Pan","For a Few Bullets",6.3,2016,FALSE
"542","Aparna Sen","Mr and Mrs Iyer",6,2003,FALSE
"543","Apichatpong Weerasethakul"," Blissfully Yours",7.2,2002,TRUE
"544","Apichatpong Weerasethakul"," Syndromes and a Century",7.1,2006,TRUE
"545","Apichatpong Weerasethakul","Cemetery of Splendour",7,2015,FALSE
"546","Apichatpong Weerasethakul","Tropical Malady",7,2004,FALSE
"547","Apichatpong Weerasethakul","Uncle Boonmee Who Can Recall His Past Lives",7.4,2010,FALSE
"548","Apichatpong Weerasethakul","Worldly Desires",7.1,2005,FALSE
"549","Argyris Papadimitropoulos","Suntan",7,2016,FALSE
"550","Ari Aster","Hereditary",6.8,2018,FALSE
"551","Ari Folman","The Congress",6.8,2014,FALSE
"552","Ari Folman","Waltz with Bashir",7.3,2008,FALSE
"553","Ari Issler & Ben Snyder","11:55",6,2017,FALSE
"554","Ari Sandel","The DUFF",5,2015,FALSE
"555","Arie Posin","The Face of Love",6.2,2014,FALSE
"556","Ariel Vromen","The Iceman",6.9,2013,FALSE
"557","Aristomenis Tsirbas","Battle for Terra",4.5,2009,FALSE
"558","Arlene Sanford","I'll Be Home For Christmas (1998)",4.1,1998,FALSE
"559","Arliss Howard","Big Bad Love",5,2002,FALSE
"560","Armand Mastroianni","The Celestine Prophecy",4,2006,FALSE
"561","Armando Iannucci","In the Loop",6.9,2009,FALSE
"562","Armando Iannucci","The Death of Stalin",7,2017,FALSE
"563","Arnaud & Jean-Marie Larrieu"," Happy End (2009)",7,2009,TRUE
"564","Arnaud des Pallieres: Age of Uprising","The Legend of Michael Kohlhaas",4.5,2014,FALSE
"565","Arnaud Desplechin"," A Christmas Tale",7,2008,TRUE
"566","Arnaud Desplechin"," Ismael's Ghosts",7.2,2017,TRUE
"567","Arnaud Desplechin"," Kings and Queen",7.2,2004,TRUE
"568","Arnaud Desplechin"," My Golden Days",6.9,2015,TRUE
"569","Arnaud Desplechin","Jimmy P",7,2013,FALSE
"570","Aron Gaudet and Gita Pullapilly","Beneath the Harvest Sky",5.9,2014,FALSE
"571","Art Jones","Going Nomad",4.8,1999,FALSE
"572","Arturo Ripstein"," The Ruination of Men",7.6,2000,TRUE
"573","Arturo Ripstein"," Virgin of Lust",6.8,2002,TRUE
"574","Arvin Chen","Will You Still Love Me Tomorrow?",4.9,2014,FALSE
"575","Asger Leth","Man on a Ledge",5,2012,FALSE
"576","Asghar Farhadi"," About Elly",7.4,2009,TRUE
"577","Asghar Farhadi"," Beautiful City",6.8,2006,TRUE
"578","Asghar Farhadi"," The Past",7.1,2013,TRUE
"579","Asghar Farhadi"," The Salesman",7.1,2016,TRUE
"580","Asghar Farhadi","Everybody Knows",7,2018,FALSE
"581","Asghar Farhadi","Separation",7.4,2011,FALSE
"582","Ash","Pups",6.1,2000,FALSE
"583","Ash Christian","Fat Girls",4.5,2007,FALSE
"584","Ashim Ahluwalia","Miss Lovely",6.2,2014,FALSE
"585","Ashutosh Gowariker","Jodhaa Akbar",6,2008,FALSE
"586","Ashutosh Gowariker","Lagaan",6,2002,FALSE
"587","Asia Argento","Scarlet Diva",4,2002,FALSE
"588","Asia Argento","The Heart Is Deceitful Above All Things",4,2006,FALSE
"589","Asif Kapadia","The Warrior",7,2005,FALSE
"590","Astra Taylor","Examined Life",6.5,2009,FALSE
"591","Athina Rachel Tsangari","Attenberg",6.5,2009,FALSE
"592","Athina Rachel Tsangari","Chevalier",6.3,2016,FALSE
"593","Atiq Rahimi"," The Patience Stone",6,2013,TRUE
"594","Atom Egoyan","Adoration",6.6,2009,FALSE
"595","Atom Egoyan","Ararat",7,2002,FALSE
"596","Atom Egoyan","Chloe",6,2010,FALSE
"597","Atom Egoyan","Devil's Knot",6,2014,FALSE
"598","Atom Egoyan","Felicia's Journey",7,1999,FALSE
"599","Atom Egoyan","Remember",7,2015,FALSE
"600","Atom Egoyan","The Captive",6.4,2014,FALSE
"601","Atom Egoyan","Where the Truth Lies",6.5,2005,FALSE
"602","Atsuko Hirayanagi","Oh Lucy",7.1,2018,FALSE
"603","Atsushi Funahashi","Cold Bloom",6,2014,FALSE
"604","Audrey Wells","Guinevere",6,1999,FALSE
"605","Audrey Wells","written by Ms. Coixet Under the Tuscan Sun",6,2003,FALSE
"606","Auraeus Solito","The Blossoming of Maximo Oliveros",6.5,2006,FALSE
"607","Aurora Guerrero","Mosquita y Mari",6.8,2012,FALSE
"608","Austin Chick","XY",6,2003,TRUE
"609","Ava DuVernay","A Wrinkle in Time",6.6,2018,FALSE
"610","Ava DuVernay","Middle of Nowhere",7,2012,FALSE
"611","Ava DuVernay","Selma",6,2014,FALSE
"612","Avi Nesher","Taxman",6.3,1999,FALSE
"613","Avi Nesher","The Secrets",7,2007,FALSE
"614","Avishai Sivan","Tikkun",6,2016,FALSE
"615","Azazel Jacobs","Momma's Man",7,2008,FALSE
"616","Azazel Jacobs","Terri",6.8,2011,FALSE
"617","Azazel Jacobs","The Goodtimeskid and Two Wrenching Departures",6.9,2007,FALSE
"618","Azazel Jacobs","The Lovers",5.2,2017,FALSE
"619","Babak Anvari","Under the Shadow",6.7,2016,FALSE
"620","Babak Najafi","Easy Money - Hard to Kill",6,2014,FALSE
"621","Babak Najafi","London Has Fallen",4,2016,FALSE
"622","Babak Payami","Secret Ballot",6.3,2002,FALSE
"623","Bahman Farman-Ara","Smell of Camphor Perfume of Jasmin",7.1,2000,FALSE
"624","Bahman Ghobadi","A Time For Drunken Horses",6.7,2000,FALSE
"625","Bahman Ghobadi","Half Moon",6.8,2007,FALSE
"626","Bahman Ghobadi","Turtles Can Fly",6.5,2005,FALSE
"627","Baillie Walsh","Flashbacks of a Fool",5,2008,FALSE
"628","Baltasar Korm<U+613C><U+3E30>kur","Jar City",6.5,2008,FALSE
"629","Baltasar Kormakur","2 Guns",5,2013,FALSE
"630","Baltasar Kormakur","Adrift",5,2018,FALSE
"631","Baltasar Kormakur","Contraband",6.5,2012,FALSE
"632","Baltasar Kormakur","Everest",6.5,2015,FALSE
"633","Baltasar Kormakur","Inhale",7,2010,FALSE
"634","Baltasar Kormakur","The Sea",6.5,2003,FALSE
"635","Barak Goodman","Scottsboro",6,2001,FALSE
"636","Baran bo Odar","The Silence",6.9,2011,FALSE
"637","Barbara Albert","Falling",6.5,2007,FALSE
"638","Barbara Albert","Free Radicals",6,2004,FALSE
"639","Barbara Albert","Northern Skirts",5,2000,FALSE
"640","Barbara Kopple","Wild Man Blues",6.4,1998,FALSE
"641","Barbet Schroeder","Amnesia",6,2017,FALSE
"642","Barbet Schroeder","Desperate Measures",5.3,1998,FALSE
"643","Barbet Schroeder","Murder by Numbers",6,2002,FALSE
"644","Barbet Schroeder","Our Lady of the Assassins",6.8,2001,FALSE
"645","Barbet Schroeder","Terror's Advocate",6,2007,FALSE
"646","Barrett Esposito","Henry & Me",4,2014,FALSE
"647","Barry Alexander Brown","Winning Girls Through Psychic Mind Control",5.5,2005,FALSE
"648","Barry Battles","The Baytown Outlaws",4.5,2013,FALSE
"649","Barry Blaustein","Beyond the Mat",5.4,2000,FALSE
"650","Barry Blaustein","Peep World",5,2011,FALSE
"651","Barry Blaustein","The Ringer",5,2005,FALSE
"652","Barry Jenkins","Medicine for Melancholy",7,2008,FALSE
"653","Barry Jenkins","Moonlight",7,2016,FALSE
"654","Barry Levinson","Bandits",6.3,2001,FALSE
"655","Barry Levinson","Envy",5,2004,FALSE
"656","Barry Levinson","Liberty Heights",6.7,1999,FALSE
"657","Barry Levinson","Rock the Kasbah",4,2015,FALSE
"658","Barry Levinson","Sphere",6.5,1998,FALSE
"659","Barry Levinson","The Bay",5.5,2012,FALSE
"660","Barry Levinson","The Humbling",6,2015,FALSE
"661","Barry Levinson","The Wizard of Lies",6.9,2017,FALSE
"662","Barry Levinson","Wag the Dog",7,1998,FALSE
"663","Barry Levinson","What Just Happened",5,2008,FALSE
"664","Barry Sonnenfeld","Big Trouble",4.5,2002,FALSE
"665","Barry Sonnenfeld","Men in Black 3",6,2012,FALSE
"666","Barry Sonnenfeld","RV",6,2006,FALSE
"667","Barry Sonnenfeld","Wild Wild West",6.7,1999,FALSE
"668","Barry Strugatz","From Other Worlds",4.5,2007,FALSE
"669","Bart Freundlich","Trust the Man",4,2006,FALSE
"670","Bart Freundlich","World Traveler",6,2002,FALSE
"671","Bart Layton","American Animals",5.5,2018,FALSE
"672","Basel Owies","The Barber",5,2015,FALSE
"673","Bavo Defurne","Souvenir",5.8,2018,FALSE
"674","Baz Luhrmann","Australia",6.5,2008,FALSE
"675","Baz Luhrmann","Moulin Rouge",6.5,2000,FALSE
"676","Baz Luhrmann","The Great Gatsby",5,2013,FALSE
"677","Beeban Kidron: Bridget Jones","The Edge of Reason",4,2004,FALSE
"678","Bejoy Nambiar","David",6,2013,FALSE
"679","Bela Tarr"," Werckmeister Harmonies",8.5,2000,TRUE
"680","Bela Tarr","The Man From London",7,2007,FALSE
"681","Bela Tarr","The Turin Horse",7.5,2011,FALSE
"682","Ben Affleck","Argo",5,2012,FALSE
"683","Ben Affleck","Gone Baby Gone",6.5,2007,FALSE
"684","Ben Affleck","Live by Night",4,2016,FALSE
"685","Ben Affleck","The Town",5,2010,FALSE
"686","Ben Coccio","Zero Day",6.5,2002,FALSE
"687","Ben Falcone","Life of the Party",4.9,2018,FALSE
"688","Ben Falcone","Tammy",5,2014,FALSE
"689","Ben Falcone","The Boss",5.4,2016,FALSE
"690","Ben Hickernell","Lebanon PA",6,2011,FALSE
"691","Ben Hopkins","Simon Magus",6.9,2001,FALSE
"692","Ben Ketai","Beneath",6,2014,FALSE
"693","Ben Lewin","The Sessions",7,2012,FALSE
"694","Ben Palmer","The Inbetweeners",5,2012,FALSE
"695","Ben Sombogaart","Bride Flight",6,2011,FALSE
"696","Ben Stassen","Fly Me to the Moon",5,2008,FALSE
"697","Ben Stassen","Haunted Castle",6,2001,FALSE
"698","Ben Stassen and Jeremie Degruson","Thunder and the House of Magic",5.8,2014,FALSE
"699","Ben Stiller","The Secret Life of Walter Mitty",6,2013,FALSE
"700","Ben Stiller","Tropic Thunder",6,2008,FALSE
"701","Ben Stiller","Zoolander",6.8,2001,FALSE
"702","Ben Waller","Murder in Fashion",6,2010,FALSE
"703","Ben Wheatley","Down Terrace",5.5,2010,FALSE
"704","Ben Wheatley","Free Fire",6.9,2017,FALSE
"705","Ben Wheatley","High-Rise",5,2016,FALSE
"706","Ben Wheatley","Kill List",7,2011,FALSE
"707","Ben Wheatley","Sightseers",5,2013,FALSE
"708","Ben Younger","Bleed for This",6.4,2016,FALSE
"709","Ben Younger","Boiler Room",6.9,2000,FALSE
"710","Ben Younger","Prime",6,2005,FALSE
"711","Beneath the Darkness","Beneath the Darkness",4,2011,FALSE
"712","Benedict Andrews","Una",5,2017,FALSE
"713","Benedikt Erlingsson","Of Horses and Men",6,2015,FALSE
"714","Benh Zeitlin","Beasts of the Southern Wild",7.1,2012,FALSE
"715","Benito Zambrano","Solas",6.8,2000,FALSE
"716","Benjamin Avila","Clandestine Childhood",6,2012,FALSE
"717","Benjamin Coccio","Zero Day",5.5,2003,FALSE
"718","Benjamin Cummings and Orson Cummings","If I Didn't Care",5.5,2007,FALSE
"719","Benjamin Dickinson","Creative Control",5.3,2016,FALSE
"720","Benjamin Dickinson","First Winter",7.1,2012,FALSE
"721","Benjamin Epps","Family Weekend",5,2013,FALSE
"722","Benjamin Heisenberg","The Robber",6.8,2011,FALSE
"723","Bennett Davlin","Memory",4,2007,FALSE
"724","Bennett Miller","Capote",7,2005,FALSE
"725","Bennett Miller","Foxcatcher",6.5,2014,FALSE
"726","Bennett Miller","Moneyball",6.8,2011,FALSE
"727","Benny and Josh Safdie","Daddy Longlegs",7,2009,FALSE
"728","Benny Boom","All Eyez on Me",4,2017,FALSE
"729","Benny Chan"," New Police Story",6,2004,TRUE
"730","Benny Mathews","Where's the Party Yaar",4.5,2003,FALSE
"731","Benoit Jacquot","A Toute de Suite",7.1,2004,FALSE
"732","Benoit Jacquot","Farewell My Queen",6,2012,FALSE
"733","Benoit Jacquot","Sade",6,2002,FALSE
"734","Benoit Jacquot","Seventh Heaven",3.7,1998,FALSE
"735","Benoit Jacquot","Three Hearts",5,2015,FALSE
"736","Bent Hamer","Factotum",6,2006,FALSE
"737","Bent Hamer","Kitchen Stories",7,2004,FALSE
"738","Bent Hamer","O'Horten",7,2007,FALSE
"739","Bernard Rapp","A Matter of Taste",6.7,2001,FALSE
"740","Bernard Rose","Ivans XTC",6,2002,FALSE
"741","Bernard Rose","Mr Nice",5.8,2011,FALSE
"742","Bernard Rose","The Devil's Violinist",5.4,2015,FALSE
"743","Bernard Rose","Two Jacks",6.5,2013,FALSE
"744","Bernardo Bertolucci"," Dreamers",6.6,2003,TRUE
"745","Bernardo Bertolucci","Besieged",6.7,1999,FALSE
"746","Bernd Eichinger","A Girl Called Rosemarie",5,1999,FALSE
"747","Berndt Mader","Five Time Champion",5,2012,FALSE
"748","Berry Levinson","An Everlasting Piece",6.5,2000,FALSE
"749","Bertha Bay-Sa Pan","Face",7,2001,FALSE
"750","Bertrand Bonello"," House of Pleasures",7,2011,TRUE
"751","Bertrand Bonello","Nocturama",7,2016,FALSE
"752","Bertrand Bonello","Saint Laurent",6.5,2015,FALSE
"753","Bertrand Tavernier"," Laissez-Passer",6.4,2002,TRUE
"754","Bertrand Tavernier","It All Starts Today",6.9,2000,FALSE
"755","Bertrand Tavernier","The French Minister",6.2,2014,FALSE
"756","Bertrand Tavernier","The Princess of Montpensier",6.4,2011,FALSE
"757","Bette Gordon","Handsome Harry",6.8,2010,FALSE
"758","Bette Gordon","Luminous Motion",5.5,2000,FALSE
"759","Betty Thomas","28 Days",5.7,2000,FALSE
"760","Betty Thomas","Dr Dolittle",5.2,1998,FALSE
"761","Betty Thomas","I Spy",6,2002,FALSE
"762","Betty Thomas","John Tucker Must Die",4,2006,FALSE
"763","Betty Thomas","lvin and the Chipmunks - The Squeakquel",4,2009,FALSE
"764","Bharat Nalluri","Miss Pettigrew Lives for a Day",6,2008,FALSE
"765","Bharat Nalluri","The Man Who Invented Christmas",6,2017,FALSE
"766","Bi Gan","Kaili Blues",6.8,2015,FALSE
"767","Bigas Luna","The Chambermaid of the Titanic",6.1,1998,FALSE
"768","Bilge Ebiri","New Guy",6.9,2004,FALSE
"769","Bill Condon","Beauty and the Beast",4.5,2017,FALSE
"770","Bill Condon","Dreamgirls",5,2006,FALSE
"771","Bill Condon","Gods and Monsters (1998)",6.5,1998,FALSE
"772","Bill Condon","Kinsey",6,2004,FALSE
"773","Bill Condon","Mr Holmes",4,2015,FALSE
"774","Bill Condon: The Twilight Saga","Breaking Dawn - Part 2",5.5,2012,FALSE
"775","Bill Condon: The Twilight Saga","Breaking Dawn - Part I",6,2011,FALSE
"776","Bill Duke","Not Easily Broken",5.5,2009,FALSE
"777","Bill Eagles","Beautiful Creatures",6,2001,FALSE
"778","Bill Guttentag","Knife Fight",5,2013,FALSE
"779","Bill Holderman","Book Club",5.3,2018,FALSE
"780","Bill Humphreys","Just Say Love",4,2010,FALSE
"781","Bill Kalmenson","The Souler Opposite",5.5,1998,FALSE
"782","Bill Morrison: Dawson City","Frozen Time",6.9,2016,FALSE
"783","Bill Paxton","Frailty",6.8,2002,FALSE
"784","Bill Paxton","The Greatest Game Ever Played",4,2005,FALSE
"785","Bill Plympton","Mutant Aliens",6,2002,FALSE
"786","Bill Pohlad","Love and Mercy",5.8,2015,FALSE
"787","Bill Ray","Shattered Glass",6,2003,FALSE
"788","Bille August","A Song for Martin",6.5,2002,FALSE
"789","Bille August","Les Miserables",6,1998,FALSE
"790","Bille August","Night Train to Lisbon",5,2013,FALSE
"791","Bille Woodruff","Addicted",5,2014,FALSE
"792","Bille Woodruff","Beauty Shop",5,2005,FALSE
"793","Bille Woodruff","Honey",6,2003,FALSE
"794","Billy Bob Thornton","All The Pretty Horses",5.1,2000,FALSE
"795","Billy Bob Thornton","Jayne Mansfield's Car",6,2013,FALSE
"796","Billy Kent","HairBrained",4.5,2014,FALSE
"797","Billy Kent","The Oh in Ohio",5.5,2006,FALSE
"798","Billy Morrissette","Scotland, Pa.",6,2002,FALSE
"799","Billy Ray","Breach",6,2007,FALSE
"800","Billy Ray","Secret in Their Eyes",5,2015,FALSE
"801","Biyi Bandele","Half of a Yellow Sun",5.5,2014,FALSE
"802","Blair Hayes","Bubbly Boy",5.5,2001,FALSE
"803","Blair Treu","Little Secrets",5,2002,FALSE
"804","Bo Welch","The Cat in the Hat",5,2003,FALSE
"805","Bo Zenga","Stan Helsing",4,2009,FALSE
"806","Boaz Yakin","Death in Love",6.5,2007,FALSE
"807","Boaz Yakin","Max",4.7,2015,FALSE
"808","Boaz Yakin","Remember The Titans",5.4,2000,FALSE
"809","Boaz Yakin","Uptown Girls",5,2003,FALSE
"810","Bob Byington","Harmony and Me",6,2009,FALSE
"811","Bob Byington","Somebody Up There Likes Me",4,2013,FALSE
"812","Bob Clark","Baby Geniuses",3.4,1998,FALSE
"813","Bob Clark","Now & Forever",6.5,2005,FALSE
"814","Bob Dolman","The Banger Sisters",5,2002,FALSE
"815","Bob Fisher & Rob Greenberg","Overboard",5,2018,FALSE
"816","Bob Giraldi","Dinner Rush",6,2001,FALSE
"817","Bob Gosse","I Hope They Serve Beer in Hell",5,2009,FALSE
"818","Bob Gosse","Niagara Niagara",5.7,1998,FALSE
"819","Bob Odenkirk","The Brothers Solomon",4,2007,FALSE
"820","Bob Saget","Dirty Work",5,1998,FALSE
"821","Bobby Farrelly","Me Myself And Irene",5.8,2000,FALSE
"822","Bobby Houston","Rock the Boat",5,1999,FALSE
"823","Bobby Moresco","10th and Wolf",6,2006,FALSE
"824","Bobcat Goldthwait","God Bless America",6,2012,FALSE
"825","Bobcat Goldthwait","World's Greatest Dad",6,2009,FALSE
"826","Bobs Gannaway","Planes - Fire & Rescue",4,2014,FALSE
"827","Bohdam Slama","The Country Teacher",6,2009,FALSE
"828","Bonnie Hunt","Return To Me",5.9,2000,FALSE
"829","Boris Rodriguez: Eddie","The Sleepwalking Carnival",6,2013,FALSE
"830","Bouli Lanners","Eldorado",7,2008,FALSE
"831","Brad Anderson","Beirut",5,2018,FALSE
"832","Brad Anderson","Happy Accidents",6.2,2001,FALSE
"833","Brad Anderson","Next Stop Wonderland",6,1998,FALSE
"834","Brad Anderson","Session 9",6.5,2001,FALSE
"835","Brad Anderson","Stonehearst Asylum",5,2014,FALSE
"836","Brad Anderson","The Call",6.8,2013,FALSE
